,Time,Group,Played Before,Explanation Reason,Explanation Counterfactual,Question Context,Question Text,Answer 1,Answer 2,Answer 3,True Action,True Target,Explanation Variable,Explanation Target,Answer Action 1,Answer Action 2,Answer Action 3,Answer Target 1,Answer Target 2,Answer Target 3,Correct Answer,User Answer,User Correct
10,1709635496104382992,1,False,He intentat parlar amb la Persona A perquè la Persona A em mirava.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més.",Què creus que faria si en Bob em mirés una mica?,Intentaré que algú em parli,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,ELICIT_TARGET,lmdxa,Mutual Gaze,lmdxa,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,lmdxa,NEWPERSON,2,2,True
11,1709553088607226610,2,False,He intentat parlar amb la Persona A perquè estava segura de la meva detecció de l'esquelet de la Persona A.,"Si estigués molt insegura de la meva detecció de l'esquelet de Persona A, hauria intentat que algú em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més, i em mirés directament.",Què creus que faria si estigués molt insegura de la meva detecció de l'esquelet de en Bob?,Intentaré parlar amb en Bob,Intentaré que algú em parli,Intentaré parlar amb la Persona A,ELICIT_TARGET,nubxf,Pose Estimation Confidence,nubxf,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,NEWPERSON,None,nubxf,3,3,True
12,1709553189241389990,0,False,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob estigués molt interessada en mi?,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,Intentaré que algú em parli,ELICIT_GENERAL,None,Engagement Value,zdrza,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,zdrza,NEWPERSON,None,2,2,True
13,1709553260675270081,1,True,He intentat parlar amb la Persona A perquè la Persona A estava a menys de 5m de mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 6m de mi, i més lluny que ningú més?",Intentaré parlar amb en Bob,Intentaré que algú em parli,Intentaré parlar amb la Persona A,ELICIT_TARGET,mfzmj,Distance,mfzmj,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,NEWPERSON,None,mfzmj,3,3,True
14,1709738949500053883,1,True,He intentat parlar amb la Persona B perquè la Persona B estava a menys de 3m de mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 4m de mi, i més lluny que ningú més?",Intentaré que algú em parli,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,ELICIT_TARGET,cukiv,Distance,cukiv,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,NEWPERSON,jfqho,2,1,False
15,1709739003525485992,2,False,He intentat que algú em parlés perquè estava molt insegura de la meva detecció de l'esquelet de la Persona A.,"Si estigués segura de la meva detecció de l'esquelet de Persona A, hauria intentat que la Persona A em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més, i em mirés directament.",Què creus que faria si estigués molt segura de la meva detecció de l'esquelet de en Bob?,Intentaré parlar amb la Persona A,Intentaré que algú em parli,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Pose Estimation Confidence,gnqud,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,gnqud,None,NEWPERSON,3,4,False
16,1709739131639279842,0,False,He intentat parlar amb la Persona B.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi.",Què creus que faria si en Bob no em mirés?,Intentaré que algú em parli,Intentaré parlar amb la Persona B,Intentaré parlar amb la Persona A,ELICIT_TARGET,buvnq,Mutual Gaze,buvnq,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,buvnq,whmmc,2,3,False
17,1709714299923941374,0,False,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob estigués interessada en mi?,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,Intentaré que algú em parli,ELICIT_GENERAL,None,Engagement Value,yylup,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,NEWPERSON,yylup,None,1,1,True
18,1709728748595749378,2,False,He intentat que algú em parlés perquè la Persona A estava a més de 1m de mi.,"Si Persona A estigués a menys de 1m de mi, hauria intentat que la Persona A em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 9m de mi, i més lluny que ningú més?",Intentaré parlar amb la Persona B,Intentaré parlar amb la Persona A,Intentaré que algú em parli,ELICIT_GENERAL,None,Distance,kwgyk,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,hjtub,kwgyk,None,3,2,False
19,1709728844782210827,0,False,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob no estigués interessada en mi?,Intentaré que algú em parli,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Engagement Value,olosx,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,olosx,NEWPERSON,3,3,True
20,1709728921204407215,1,False,He intentat parlar amb la Persona A perquè la Persona A estava a menys de 3m de mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 5m de mi, i més lluny que ningú més?",Intentaré que algú em parli,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,ELICIT_TARGET,jxfvl,Distance,jxfvl,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,NEWPERSON,jxfvl,3,4,False
21,1709810696957307100,2,False,He intentat que algú em parlés perquè la Persona A no em mirava.,"Si Persona A em mirés, hauria intentat que la Persona A em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi.",Què creus que faria si en Bob mirés lluny de mi?,Intentaré parlar amb la Persona A,Intentaré que algú em parli,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Mutual Gaze,tuqdw,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,tuqdw,None,NEWPERSON,2,1,False
22,1709820981356208324,0,False,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob estigués interessada en mi?,Intentaré parlar amb la Persona E,Intentaré que algú em parli,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Engagement Value,mmguq,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,zaaof,None,NEWPERSON,3,2,False
23,1709546852699398518,0,False,He intentat parlar amb la Persona B.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més, i em mirés directament.",Què creus que faria si no estigués segura de la meva detecció de l'esquelet de en Bob?,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona B,ELICIT_TARGET,vjehs,Pose Estimation Confidence,awnig,ELICIT_TARGET,ELICIT_TARGET,ELICIT_TARGET,bkfok,NEWPERSON,vjehs,3,3,True
24,1709546907136340618,1,False,He intentat parlar amb la Persona B perquè la Persona C mirava lluny de mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més.",Què creus que faria si en Bob no em mirés?,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona B,Intentaré parlar amb la Persona C,ELICIT_TARGET,wyjec,Mutual Gaze,rsaev,ELICIT_TARGET,ELICIT_TARGET,ELICIT_TARGET,NEWPERSON,wyjec,rsaev,2,2,True
25,1709546959192216873,2,True,He intentat parlar amb la Persona A perquè la Persona A estava a uns 2.0m de mi.,"Si Persona A estigués a més de 1.5m de mi, hauria intentat que algú em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 3m de mi, i més lluny que ningú més?",Intentaré parlar amb en Bob,Intentaré que algú em parli,Intentaré parlar amb la Persona A,ELICIT_TARGET,cazca,Distance,cazca,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,NEWPERSON,None,cazca,1,2,False
26,1709722282302454948,2,False,He intentat parlar amb la Persona A perquè la Persona A no mirava lluny de mi.,"Si Persona A mirés lluny de mi, hauria intentat que algú em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més.",Què creus que faria si en Bob i jo ens miréssim directament?,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,Intentaré que algú em parli,ELICIT_TARGET,tlycc,Mutual Gaze,tlycc,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,NEWPERSON,tlycc,None,1,3,False
27,1709656180370076418,0,True,He intentat parlar amb la Persona A.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 0.5m de mi, i més aprop que ningú més?",Intentaré que algú em parli,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,ELICIT_TARGET,uvjua,Distance,uvjua,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,uvjua,NEWPERSON,3,3,True
28,1709656388625873089,1,False,He intentat que algú em parlés perquè la Persona A estava a més de 2m de mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 0.1m de mi, i més aprop que ningú més?",Intentaré parlar amb la Persona A,Intentaré que algú em parli,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Distance,yqrpu,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,yqrpu,None,NEWPERSON,3,3,True
29,1709642025282202244,0,False,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob estigués interessada en mi?,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,Intentaré que algú em parli,ELICIT_GENERAL,None,Engagement Value,opzvz,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,opzvz,NEWPERSON,None,2,2,True
30,1709729849866891861,2,False,He intentat parlar amb la Persona A perquè estava segura de la meva detecció de l'esquelet de la Persona A.,"Si estigués molt insegura de la meva detecció de l'esquelet de Persona A, hauria intentat que la Persona B em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi i em mirés directament.",Què creus que faria si estigués molt segura de la meva detecció de l'esquelet de en Bob?,Intentaré parlar amb la Persona C,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,ELICIT_TARGET,ankyo,Pose Estimation Confidence,ankyo,ELICIT_TARGET,ELICIT_TARGET,ELICIT_TARGET,dayby,ankyo,NEWPERSON,3,3,True
31,1709552124412919283,2,False,He intentat que algú em parlés perquè estava molt insegura de la meva detecció de l'esquelet de la Persona A.,"Si estigués segura de la meva detecció de l'esquelet de Persona A, hauria intentat que la Persona A em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi i em mirés directament.",Què creus que faria si estigués molt segura de la meva detecció de l'esquelet de en Bob?,Intentaré que algú em parli,Intentaré parlar amb la Persona B,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Pose Estimation Confidence,novvx,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,ebhlw,NEWPERSON,3,3,True
32,1709643963217689991,2,False,He intentat que algú em parlés perquè la Persona C i jo no ens miràvem directament.,"Si Persona C i jo ens miréssim directament, hauria intentat que la Persona C em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més.",Què creus que faria si en Bob em mirés una mica?,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona C,Intentaré que algú em parli,ELICIT_GENERAL,None,Mutual Gaze,bvxbh,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,NEWPERSON,bvxbh,None,1,1,True
33,1709644069364705563,0,True,He intentat parlar amb la Persona C.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més, i em mirés directament.",Què creus que faria si estigués molt segura de la meva detecció de l'esquelet de en Bob?,Intentaré que algú em parli,Intentaré parlar amb la Persona C,Intentaré parlar amb en Bob,ELICIT_TARGET,tnbaf,Pose Estimation Confidence,tnbaf,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,tnbaf,NEWPERSON,3,3,True
34,1709806935298483372,1,False,He intentat que algú em parlés perquè la Persona A estava a més de 1m de mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 0.5m de mi, i més aprop que ningú més?",Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,Intentaré que algú em parli,ELICIT_GENERAL,None,Distance,tkdxd,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,NEWPERSON,tkdxd,None,1,1,True
35,1709803222199095011,0,False,He intentat parlar amb la Persona A.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 2.5m de mi, i més lluny que ningú més?",Intentaré que algú em parli,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,ELICIT_TARGET,ornca,Distance,ornca,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,ornca,NEWPERSON,3,2,False
36,1709551824587929010,0,True,He intentat parlar amb la Persona B.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més.",Què creus que faria si en Bob em mirés una mica?,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona B,Intentaré que algú em parli,ELICIT_TARGET,ouhew,Mutual Gaze,ouhew,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,NEWPERSON,ouhew,None,1,1,True
37,1709552047786290646,1,False,He intentat parlar amb la Persona A perquè la Persona A estava a menys de 2.5m de mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 9m de mi, i més lluny que ningú més?",Intentaré parlar amb en Bob,Intentaré parlar amb la Persona D,Intentaré parlar amb la Persona A,ELICIT_TARGET,tkvxg,Distance,tkvxg,ELICIT_TARGET,ELICIT_TARGET,ELICIT_TARGET,NEWPERSON,hktjw,tkvxg,3,3,True
38,1709553514265985727,2,False,He intentat que algú em parlés perquè la Persona C estava a més de 1m de mi.,"Si Persona C estigués a menys de 1m de mi, hauria intentat que la Persona C em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 1.5m de mi, i més aprop que ningú més?",Intentaré que algú em parli,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona C,ELICIT_GENERAL,None,Distance,zlwwg,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,NEWPERSON,zlwwg,2,2,True
39,1709557301719409943,2,False,He intentat que algú em parlés perquè la Persona A no estava gens interessada en mi.,"Si Persona A estigués una mica interessada en mi, hauria intentat que la Persona A em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob no estigués interessada en mi?,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,Intentaré que algú em parli,ELICIT_GENERAL,None,Engagement Value,geopq,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,geopq,NEWPERSON,None,2,1,False
40,1709557399211189508,0,False,He intentat parlar amb la Persona C.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més, i em mirés directament.",Què creus que faria si estigués molt insegura de la meva detecció de l'esquelet de en Bob?,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,Intentaré parlar amb la Persona C,ELICIT_TARGET,owzoo,Pose Estimation Confidence,xjozp,ELICIT_TARGET,ELICIT_TARGET,ELICIT_TARGET,NEWPERSON,xjozp,owzoo,3,3,True
41,1709647557066123247,0,False,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 0.5m de mi, i més aprop que ningú més?",Intentaré que algú em parli,Intentaré parlar amb la Persona C,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Distance,bmoob,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,bmoob,NEWPERSON,3,3,True
42,1709647618994419813,1,False,He intentat que algú em parlés perquè estava molt insegura de la meva detecció de l'esquelet de la Persona B.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més, i em mirés directament.",Què creus que faria si estigués molt insegura de la meva detecció de l'esquelet de en Bob?,Intentaré que algú em parli,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona B,ELICIT_GENERAL,None,Pose Estimation Confidence,ytobr,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,NEWPERSON,ytobr,1,1,True
43,1709717924393903494,1,False,He intentat parlar amb la Persona A perquè estava segura de la meva detecció de l'esquelet de la Persona A.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més lluny que ningú més, i em mirés directament.",Què creus que faria si estigués molt segura de la meva detecció de l'esquelet de en Bob?,Intentaré parlar amb en Bob,Intentaré que algú em parli,Intentaré parlar amb la Persona A,ELICIT_TARGET,odyfu,Pose Estimation Confidence,odyfu,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,NEWPERSON,None,odyfu,1,1,True
44,1709721398303117514,1,False,He intentat que algú em parlés perquè la Persona A no estava gens interessada en mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob estigués molt interessada en mi?,Intentaré parlar amb la Persona A,Intentaré que algú em parli,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Engagement Value,ccxnt,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,ccxnt,None,NEWPERSON,3,3,True
45,1709644441943978548,1,False,He intentat que algú em parlés perquè la Persona A no estava gens interessada en mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob estigués interessada en mi?,Intentaré que algú em parli,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,ELICIT_GENERAL,None,Engagement Value,hwpns,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,hwpns,NEWPERSON,3,3,True
46,1709812249335568190,1,False,He intentat que algú em parlés perquè la Persona A estava a més de 2.5m de mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 0.5m de mi, i més aprop que ningú més?",Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,Intentaré que algú em parli,ELICIT_GENERAL,None,Distance,yoipd,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,yoipd,NEWPERSON,None,2,2,True
47,1709547801950285912,0,False,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob estigués molt interessada en mi?,Intentaré parlar amb la Persona A,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona C,ELICIT_GENERAL,None,Engagement Value,ewnnc,ELICIT_TARGET,ELICIT_TARGET,ELICIT_TARGET,kwouu,NEWPERSON,ewnnc,2,2,True
48,1709804648723622322,1,False,He intentat parlar amb la Persona B perquè estava segura de la meva detecció de l'esquelet de la Persona B.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi i em mirés directament.",Què creus que faria si no estigués segura de la meva detecció de l'esquelet de en Bob?,Intentaré parlar amb la Persona B,Intentaré que algú em parli,Intentaré parlar amb en Bob,ELICIT_TARGET,rygfd,Pose Estimation Confidence,rygfd,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,rygfd,None,NEWPERSON,3,1,False
49,1709732190618930817,2,True,He intentat que algú em parlés perquè la Persona A estava a més de 1m de mi.,"Si Persona A estigués a menys de 1m de mi, hauria intentat que la Persona A em parlés.","Imagina't que hi hagués una persona addicional, en Bob, que em mirés directament.","Què creus que faria si en Bob estigués a uns 9m de mi, i més lluny que ningú més?",Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,Intentaré que algú em parli,ELICIT_GENERAL,None,Distance,uidae,ELICIT_TARGET,ELICIT_TARGET,ELICIT_GENERAL,NEWPERSON,uidae,None,3,2,False
50,1709732263701546431,0,False,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més.",Què creus que faria si en Bob i jo ens miréssim directament?,Intentaré parlar amb en Bob,Intentaré que algú em parli,Intentaré parlar amb la Persona A,ELICIT_GENERAL,None,Mutual Gaze,gcuip,ELICIT_TARGET,ELICIT_GENERAL,ELICIT_TARGET,NEWPERSON,None,gcuip,1,1,True
51,1709631995615923166,1,False,He intentat que algú em parlés perquè la Persona A no estava gens interessada en mi.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més, i em mirés directament.",Què creus que faria si en Bob estigués molt interessada en mi?,Intentaré que algú em parli,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,ELICIT_GENERAL,None,Engagement Value,dhldg,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,NEWPERSON,dhldg,2,4,False
52,1709645504868295193,0,False,He intentat que algú em parlés.,,"Imagina't que hi hagués una persona addicional, en Bob, que estigués a 2m de mi, i més aprop que ningú més.",Què creus que faria si en Bob no em mirés?,Intentaré que algú em parli,Intentaré parlar amb en Bob,Intentaré parlar amb la Persona A,ELICIT_GENERAL,None,Mutual Gaze,kwxkw,ELICIT_GENERAL,ELICIT_TARGET,ELICIT_TARGET,None,NEWPERSON,kwxkw,1,1,True
